structured_set_id,set,id,type,question,gold,representative_gold,acceptable_answers,answer_limit,candidate_count,evaluation_mode,source_columns,query_logic,revision_note,question_pattern,pattern_motif,question_original,question_noise_level,question_perturbed,noise_type
STR087,Structured_Additional_Cleaned,SQA067,Aggregation,"사업을 시행하는 곳이 NIPA인 경우, 몇 개의 사업이 진행 중인가요?",45개,45개,45개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'정보통신산업진흥원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 정보통신산업진흥원가 시행기관인 사업은 몇 개인가?,L3_perturbed,"사업을 시행하는 곳이 NIPA인 경우, 몇 개의 사업이 진행 중인가요?",abbreviation|colloquial
STR088,Structured_Additional_Cleaned,SQA068,Aggregation,NIA가 주관하는 사업의 개수는 얼마나 되나요?,23개,23개,23개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'한국지능정보사회진흥원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 한국지능정보사회진흥원가 시행기관인 사업은 몇 개인가?,L3_perturbed,NIA가 주관하는 사업의 개수는 얼마나 되나요?,abbreviation|colloquial|ellipsis
STR089,Structured_Additional_Cleaned,SQA069,Aggregation,한국산업기술 기획평가원이 주관하는 사업의 개수는?,24개,24개,24개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'한국산업기술 기획평가원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 한국산업기술 기획평가원가 시행기관인 사업은 몇 개인가?,L3_perturbed,한국산업기술 기획평가원이 주관하는 사업의 개수는?,ellipsis
STR090,Structured_Additional_Cleaned,SQA070,Aggregation,한국보건산업진흥원이 시행하는 사업의 개수는?,21개,21개,21개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'한국보건산업진흥원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 한국보건산업진흥원가 시행기관인 사업은 몇 개인가?,L3_perturbed,한국보건산업진흥원이 시행하는 사업의 개수는?,ellipsis
STR091,Structured_Additional_Cleaned,SQA071,Aggregation,과기정통부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,6817639백만원,6817639백만원,6817639백만원,1,1,exact_value,"소관, 지원형태, 예산총괄표_2026열2(백만원) (df_base)",소관={'과학기술 정보통신부'} AND 지원형태_출연=TRUE -> 2026예산 sum,최종본: 집계 질의 보강을 위해 채택.,ministry_total_budget,예산 심의에서 부처별 총액·증감·신규사업 규모 확인,과학기술 정보통신부 소관이면서 지원형태가 출연인 사업들의 2026년 예산 합계는?,L3_perturbed,과기정통부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,abbreviation|colloquial
STR092,Structured_Additional_Cleaned,SQA072,Aggregation,과기정통부에서 보조사업으로 진행하는 2026년 예산의 총액은?,263560백만원,263560백만원,263560백만원,1,1,exact_value,"소관, 지원형태, 예산총괄표_2026열2(백만원) (df_base)",소관={'과학기술 정보통신부'} AND 지원형태_보조=TRUE -> 2026예산 sum,최종본: 집계 질의 보강을 위해 채택.,ministry_total_budget,예산 심의에서 부처별 총액·증감·신규사업 규모 확인,과학기술 정보통신부 소관이면서 지원형태가 보조인 사업들의 2026년 예산 합계는?,L3_perturbed,과기정통부에서 보조사업으로 진행하는 2026년 예산의 총액은?,abbreviation
STR093,Structured_Additional_Cleaned,SQA073,Aggregation,과기정통부에서 출자 형태로 진행하는 사업들의 2026년 총예산은 얼마야?,186478백만원,186478백만원,186478백만원,1,1,exact_value,"소관, 지원형태, 예산총괄표_2026열2(백만원) (df_base)",소관={'과학기술 정보통신부'} AND 지원형태_출자=TRUE -> 2026예산 sum,최종본: 집계 질의 보강을 위해 채택.,ministry_total_budget,예산 심의에서 부처별 총액·증감·신규사업 규모 확인,과학기술 정보통신부 소관이면서 지원형태가 출자인 사업들의 2026년 예산 합계는?,L3_perturbed,과기정통부에서 출자 형태로 진행하는 사업들의 2026년 총예산은 얼마야?,abbreviation|colloquial
STR094,Structured_Additional_Cleaned,SQA074,Aggregation,산업부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,2747532백만원,2747532백만원,2747532백만원,1,1,exact_value,"소관, 지원형태, 예산총괄표_2026열2(백만원) (df_base)",소관={'산업통상부'} AND 지원형태_출연=TRUE -> 2026예산 sum,최종본: 집계 질의 보강을 위해 채택.,ministry_total_budget,예산 심의에서 부처별 총액·증감·신규사업 규모 확인,산업통상부 소관이면서 지원형태가 출연인 사업들의 2026년 예산 합계는?,L3_perturbed,산업부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,abbreviation|colloquial
STR095,Structured_Additional_Cleaned,SQA075,Aggregation,과기정통부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,AI·SW중심대학,AI·SW중심대학,AI·SW중심대학,1,1,exact_value,"소관, 사업성격_신규, 사업성격_계속, 예산총괄표_2026열2(백만원), 사업명 (df_base)",소관={'과학기술 정보통신부'} AND 사업성격_신규=TRUE -> max 2026예산 사업명,최종본: 집계 질의 보강을 위해 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,과학기술 정보통신부 소관 신규 사업 중 2026년 예산이 가장 큰 사업은?,L3_perturbed,과기정통부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,abbreviation
STR096,Structured_Additional_Cleaned,SQA076,Aggregation,과기정통부에서 2026년에 예산이 가장 많이 배정된 계속 사업은 무엇인가요?,AI컴퓨팅자원활용기반강화,AI컴퓨팅자원활용기반강화,AI컴퓨팅자원활용기반강화,1,1,exact_value,"소관, 사업성격_신규, 사업성격_계속, 예산총괄표_2026열2(백만원), 사업명 (df_base)",소관={'과학기술 정보통신부'} AND 사업성격_계속=TRUE -> max 2026예산 사업명,최종본: 집계 질의 보강을 위해 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,과학기술 정보통신부 소관 계속 사업 중 2026년 예산이 가장 큰 사업은?,L3_perturbed,과기정통부에서 2026년에 예산이 가장 많이 배정된 계속 사업은 무엇인가요?,abbreviation|colloquial
STR097,Structured_Additional_Cleaned,SQA077,Aggregation,산업부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,K-온디바이스AI반도체 기술개발(R&D),K-온디바이스AI반도체 기술개발(R&D),K-온디바이스AI반도체 기술개발(R&D),1,1,exact_value,"소관, 사업성격_신규, 사업성격_계속, 예산총괄표_2026열2(백만원), 사업명 (df_base)",소관={'산업통상부'} AND 사업성격_신규=TRUE -> max 2026예산 사업명,최종본: 집계 질의 보강을 위해 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,산업통상부 소관 신규 사업 중 2026년 예산이 가장 큰 사업은?,L3_perturbed,산업부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,abbreviation
STR098,Structured_Additional_Cleaned,SQA078,Aggregation,과기정통부에서 2026년에 예산이 줄어든 사업은 몇 개야?,28개,28개,28개,1,1,exact_value,"소관, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'과학기술 정보통신부'} AND 예산총괄표_증감(백만원)<0 -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,과학기술 정보통신부 소관 사업 중 2026년 예산이 전년 대비 감소한 사업은 몇 개인가?,L3_perturbed,과기정통부에서 2026년에 예산이 줄어든 사업은 몇 개야?,abbreviation|ellipsis
STR099,Structured_Additional_Cleaned,SQA079,Aggregation,산업부에서 내년에 예산이 줄어드는 사업은 몇 개야?,8개,8개,8개,1,1,exact_value,"소관, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'산업통상부'} AND 예산총괄표_증감(백만원)<0 -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,산업통상부 소관 사업 중 2026년 예산이 전년 대비 감소한 사업은 몇 개인가?,L3_perturbed,산업부에서 내년에 예산이 줄어드는 사업은 몇 개야?,abbreviation|ellipsis
STR100,Structured_Additional_Cleaned,AGG015,Aggregation,국토부에서 2026년에 예산이 줄어든 사업은 몇 개야?,6개,6개,6개,1,1,exact_value,"소관, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'국토교통부'} AND 예산총괄표_증감(백만원)<0 -> unique 사업명 count,최종본: SQA080의 과기정통부 표기 중복을 대체하기 위해 추가한 집계 문항.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,국토교통부 소관 사업 중 2026년 예산이 전년 대비 감소한 사업은 몇 개인가?,L3_perturbed,국토부에서 2026년에 예산이 줄어든 사업은 몇 개야?,abbreviation|ellipsis
